shipment_event_id,shipment_id,event_time,event_type,location
186,56,2025-06-02 12:32:08+00:00,picked_up,Canada
187,56,2025-06-02 23:32:08+00:00,in_transit,Bolivia
188,56,2025-06-03 12:32:08+00:00,customs_clearance,Japan
189,56,2025-06-03 23:32:08+00:00,out_for_delivery,Japan
190,57,2024-03-17 02:21:15+00:00,label_created,Brazil
191,57,2024-03-17 16:21:15+00:00,picked_up,Paraguay
192,57,2024-03-18 05:21:15+00:00,in_transit,Australia
193,57,2024-03-18 12:21:15+00:00,customs_clearance,Japan
194,57,2024-03-19 01:21:15+00:00,out_for_delivery,New Zealand
195,58,2023-08-31 20:04:21+00:00,label_created,Netherlands
196,58,2023-09-01 06:04:21+00:00,picked_up,Brazil
197,58,2023-09-01 17:04:21+00:00,in_transit,Netherlands
198,58,2023-09-02 06:04:21+00:00,customs_clearance,Canada
199,58,2023-09-02 17:04:21+00:00,out_for_delivery,New Zealand
200,59,2023-09-24 10:19:55+00:00,label_created,Paraguay
201,59,2023-09-24 19:19:55+00:00,picked_up,Netherlands
202,59,2023-09-25 11:19:55+00:00,in_transit,New Zealand
203,59,2023-09-25 23:19:55+00:00,customs_clearance,Bolivia
204,60,2024-06-04 03:46:35+00:00,label_created,New Zealand
205,60,2024-06-04 18:46:35+00:00,picked_up,Brazil
206,60,2024-06-05 03:46:35+00:00,in_transit,Netherlands
207,60,2024-06-05 17:46:35+00:00,customs_clearance,Brazil
208,60,2024-06-06 00:46:35+00:00,out_for_delivery,Peru
209,61,2025-03-14 02:27:37+00:00,label_created,Japan
210,61,2025-03-14 17:27:37+00:00,picked_up,Canada
211,61,2025-03-15 02:27:37+00:00,in_transit,Brazil
212,62,2023-08-18 03:19:20+00:00,label_created,India
213,62,2023-08-18 11:19:20+00:00,picked_up,Canada
214,62,2023-08-18 23:19:20+00:00,in_transit,Australia
215,62,2023-08-19 14:19:20+00:00,customs_clearance,Japan
216,62,2023-08-19 23:19:20+00:00,out_for_delivery,Netherlands
217,63,2024-07-23 05:57:00+00:00,label_created,Australia
218,63,2024-07-23 16:57:00+00:00,picked_up,Paraguay
219,64,2024-06-16 06:02:36+00:00,label_created,New Zealand
220,64,2024-06-16 18:02:36+00:00,picked_up,India
221,65,2024-10-22 06:11:17+00:00,label_created,Australia
222,65,2024-10-22 16:11:17+00:00,picked_up,Peru
223,66,2025-09-06 16:32:30+00:00,label_created,Netherlands
224,66,2025-09-07 05:32:30+00:00,picked_up,Netherlands
225,67,2024-10-17 07:37:09+00:00,label_created,India
226,67,2024-10-18 00:37:09+00:00,picked_up,Japan
227,67,2024-10-18 11:37:09+00:00,in_transit,Brazil
228,68,2025-01-31 16:10:03+00:00,label_created,Japan
229,68,2025-02-01 01:10:03+00:00,picked_up,Bolivia
230,68,2025-02-01 13:10:03+00:00,in_transit,Netherlands
231,69,2024-03-18 17:59:24+00:00,label_created,Australia
232,69,2024-03-18 23:59:24+00:00,picked_up,Paraguay
233,69,2024-03-19 11:59:24+00:00,in_transit,Peru
234,70,2025-05-07 12:06:43+00:00,label_created,Paraguay
235,70,2025-05-07 22:06:43+00:00,picked_up,Netherlands
236,71,2024-03-21 18:17:47+00:00,label_created,Peru
237,71,2024-03-22 09:17:47+00:00,picked_up,India
238,71,2024-03-22 21:17:47+00:00,in_transit,Netherlands
239,71,2024-03-23 06:17:47+00:00,customs_clearance,New Zealand
240,72,2024-03-24 11:06:39+00:00,label_created,Bolivia
241,72,2024-03-25 00:06:39+00:00,picked_up,Brazil
242,72,2024-03-25 13:06:39+00:00,in_transit,Brazil
243,72,2024-03-25 22:06:39+00:00,customs_clearance,Japan
244,72,2024-03-26 10:06:39+00:00,out_for_delivery,Australia
245,73,2025-03-18 10:27:02+00:00,label_created,Australia
246,73,2025-03-18 23:27:02+00:00,picked_up,India
247,73,2025-03-19 12:27:02+00:00,in_transit,Japan
248,73,2025-03-19 22:27:02+00:00,customs_clearance,Netherlands
249,74,2023-10-10 03:31:56+00:00,label_created,New Zealand
250,74,2023-10-10 13:31:56+00:00,picked_up,Brazil
251,74,2023-10-11 03:31:56+00:00,in_transit,Brazil
252,74,2023-10-11 14:31:56+00:00,customs_clearance,Brazil
253,75,2025-03-05 12:44:50+00:00,label_created,Netherlands
254,75,2025-03-06 06:44:50+00:00,picked_up,Brazil
255,75,2025-03-06 18:44:50+00:00,in_transit,Japan
256,76,2024-10-03 18:45:11+00:00,label_created,Netherlands
257,76,2024-10-04 08:45:11+00:00,picked_up,India
258,76,2024-10-04 16:45:11+00:00,in_transit,Canada
259,76,2024-10-05 08:45:11+00:00,customs_clearance,New Zealand
260,77,2025-08-13 22:32:01+00:00,label_created,Australia
261,77,2025-08-14 11:32:01+00:00,picked_up,Japan
262,77,2025-08-15 02:32:01+00:00,in_transit,Peru
263,77,2025-08-15 14:32:01+00:00,customs_clearance,Netherlands
264,78,2023-10-07 17:31:06+00:00,label_created,Brazil
265,78,2023-10-08 05:31:06+00:00,picked_up,Australia
266,78,2023-10-08 18:31:06+00:00,in_transit,New Zealand
267,78,2023-10-09 05:31:06+00:00,customs_clearance,Brazil
268,78,2023-10-09 13:31:06+00:00,out_for_delivery,Australia
269,79,2023-07-07 00:13:44+00:00,label_created,Japan
270,79,2023-07-07 12:13:44+00:00,picked_up,Japan
271,79,2023-07-08 01:13:44+00:00,in_transit,Brazil
272,79,2023-07-08 16:13:44+00:00,customs_clearance,Japan
273,80,2025-05-15 16:25:27+00:00,label_created,Canada
274,80,2025-05-16 01:25:27+00:00,picked_up,Japan
275,80,2025-05-16 16:25:27+00:00,in_transit,Japan
276,81,2024-01-18 17:24:09+00:00,label_created,New Zealand
277,81,2024-01-19 05:24:09+00:00,picked_up,Paraguay
278,82,2024-07-15 23:25:22+00:00,label_created,New Zealand
279,82,2024-07-16 12:25:22+00:00,picked_up,Netherlands
280,82,2024-07-17 03:25:22+00:00,in_transit,New Zealand
281,82,2024-07-17 11:25:22+00:00,customs_clearance,Paraguay
282,82,2024-07-18 03:25:22+00:00,out_for_delivery,India
283,83,2024-11-24 14:40:01+00:00,label_created,Canada
284,83,2024-11-25 03:40:01+00:00,picked_up,Netherlands
285,83,2024-11-25 19:40:01+00:00,in_transit,India
286,83,2024-11-26 07:40:01+00:00,customs_clearance,Brazil
287,83,2024-11-26 13:40:01+00:00,out_for_delivery,Brazil
288,84,2025-08-10 23:46:03+00:00,label_created,New Zealand
289,84,2025-08-11 12:46:03+00:00,picked_up,Bolivia
290,84,2025-08-11 19:46:03+00:00,in_transit,Netherlands
291,85,2023-12-15 11:59:55+00:00,label_created,Canada
292,85,2023-12-16 01:59:55+00:00,picked_up,Brazil
293,85,2023-12-16 13:59:55+00:00,in_transit,Paraguay
294,85,2023-12-17 04:59:55+00:00,customs_clearance,Japan
295,86,2025-07-02 15:19:10+00:00,label_created,India
296,86,2025-07-03 03:19:10+00:00,picked_up,Japan
297,86,2025-07-03 17:19:10+00:00,in_transit,Australia
298,87,2024-06-27 04:37:30+00:00,label_created,India
299,87,2024-06-27 15:37:30+00:00,picked_up,Brazil
300,87,2024-06-28 01:37:30+00:00,in_transit,Japan
301,87,2024-06-28 17:37:30+00:00,customs_clearance,Brazil
302,87,2024-06-29 05:37:30+00:00,out_for_delivery,Peru
303,88,2024-01-04 15:45:46+00:00,label_created,Japan
304,88,2024-01-05 03:45:46+00:00,picked_up,Brazil
305,89,2024-04-03 10:31:31+00:00,label_created,Paraguay
306,89,2024-04-03 20:31:31+00:00,picked_up,Netherlands
307,89,2024-04-04 13:31:31+00:00,in_transit,Japan
308,89,2024-04-05 00:31:31+00:00,customs_clearance,Peru
309,90,2025-03-06 00:41:15+00:00,label_created,Peru
310,90,2025-03-06 14:41:15+00:00,picked_up,Japan
311,91,2024-08-14 10:02:00+00:00,label_created,Bolivia
312,91,2024-08-14 22:02:00+00:00,picked_up,Peru
313,91,2024-08-15 07:02:00+00:00,in_transit,Brazil
314,92,2025-04-24 04:03:13+00:00,label_created,Brazil
315,92,2025-04-24 15:03:13+00:00,picked_up,Japan
316,93,2025-01-08 02:08:41+00:00,label_created,Bolivia
317,93,2025-01-08 14:08:41+00:00,picked_up,Paraguay
318,93,2025-01-09 02:08:41+00:00,in_transit,Australia
319,93,2025-01-09 11:08:41+00:00,customs_clearance,Japan
320,93,2025-01-10 01:08:41+00:00,out_for_delivery,India
321,94,2025-05-26 11:54:10+00:00,label_created,India
322,94,2025-05-27 01:54:10+00:00,picked_up,Brazil
323,94,2025-05-27 11:54:10+00:00,in_transit,Japan
324,94,2025-05-28 02:54:10+00:00,customs_clearance,Australia
325,95,2025-07-28 18:01:46+00:00,label_created,Bolivia
326,95,2025-07-29 12:01:46+00:00,picked_up,Canada
327,95,2025-07-29 21:01:46+00:00,in_transit,Canada
328,95,2025-07-30 06:01:46+00:00,customs_clearance,Brazil
329,95,2025-07-30 22:01:46+00:00,out_for_delivery,Canada
330,96,2025-01-14 10:05:08+00:00,label_created,India
331,96,2025-01-14 19:05:08+00:00,picked_up,Brazil
332,96,2025-01-15 06:05:08+00:00,in_transit,Brazil
333,96,2025-01-15 23:05:08+00:00,customs_clearance,Peru
334,96,2025-01-16 07:05:08+00:00,out_for_delivery,Brazil
335,97,2025-02-01 14:48:27+00:00,label_created,Japan
336,97,2025-02-02 02:48:27+00:00,picked_up,New Zealand
337,97,2025-02-02 11:48:27+00:00,in_transit,Brazil
338,98,2024-02-29 19:18:06+00:00,label_created,Japan
339,98,2024-03-01 07:18:06+00:00,picked_up,Japan
340,98,2024-03-02 00:18:06+00:00,in_transit,Brazil
341,98,2024-03-02 12:18:06+00:00,customs_clearance,New Zealand
342,99,2024-11-21 02:33:32+00:00,label_created,India
343,99,2024-11-21 09:33:32+00:00,picked_up,Brazil
344,99,2024-11-22 00:33:32+00:00,in_transit,Brazil
345,100,2025-03-01 07:23:40+00:00,label_created,Paraguay
346,100,2025-03-01 19:23:40+00:00,picked_up,Netherlands
347,100,2025-03-02 03:23:40+00:00,in_transit,Brazil
348,101,2025-04-09 20:33:36+00:00,label_created,Japan
349,101,2025-04-10 12:33:36+00:00,picked_up,Canada
350,102,2025-03-17 17:30:54+00:00,label_created,Brazil
351,102,2025-03-18 07:30:54+00:00,picked_up,Australia
352,102,2025-03-18 21:30:54+00:00,in_transit,India
353,103,2023-07-31 01:25:33+00:00,label_created,Netherlands
354,103,2023-07-31 11:25:33+00:00,picked_up,Brazil
355,103,2023-07-31 23:25:33+00:00,in_transit,Paraguay
356,103,2023-08-01 11:25:33+00:00,customs_clearance,Japan
357,104,2024-04-26 04:28:40+00:00,label_created,Paraguay
358,104,2024-04-26 21:28:40+00:00,picked_up,Bolivia
359,104,2024-04-27 05:28:40+00:00,in_transit,Australia
360,104,2024-04-27 19:28:40+00:00,customs_clearance,Bolivia
361,104,2024-04-28 05:28:40+00:00,out_for_delivery,Brazil
362,105,2025-06-09 12:00:26+00:00,label_created,India
363,105,2025-06-10 02:00:26+00:00,picked_up,Brazil
364,106,2023-12-04 02:29:45+00:00,label_created,India
365,106,2023-12-04 13:29:45+00:00,picked_up,Bolivia
366,106,2023-12-05 00:29:45+00:00,in_transit,Australia
367,106,2023-12-05 11:29:45+00:00,customs_clearance,Peru
368,106,2023-12-06 03:29:45+00:00,out_for_delivery,Canada
369,107,2025-04-03 11:00:42+00:00,label_created,Brazil
370,107,2025-04-03 22:00:42+00:00,picked_up,Netherlands
371,107,2025-04-04 09:00:42+00:00,in_transit,New Zealand
372,107,2025-04-04 22:00:42+00:00,customs_clearance,Canada
373,107,2025-04-05 08:00:42+00:00,out_for_delivery,Japan
374,108,2023-12-23 07:32:58+00:00,label_created,India
375,108,2023-12-23 22:32:58+00:00,picked_up,Japan
376,108,2023-12-24 09:32:58+00:00,in_transit,India
377,108,2023-12-24 23:32:58+00:00,customs_clearance,Japan
378,108,2023-12-25 12:32:58+00:00,out_for_delivery,Netherlands
379,109,2024-01-17 09:33:42+00:00,label_created,Canada
380,109,2024-01-17 20:33:42+00:00,picked_up,Paraguay
381,109,2024-01-18 08:33:42+00:00,in_transit,Paraguay
382,110,2024-01-07 02:57:15+00:00,label_created,Paraguay
383,110,2024-01-07 11:57:15+00:00,picked_up,Peru
384,110,2024-01-08 03:57:15+00:00,in_transit,Brazil
385,111,2025-07-06 20:47:26+00:00,label_created,New Zealand
386,111,2025-07-07 09:47:26+00:00,picked_up,Bolivia
387,111,2025-07-07 16:47:26+00:00,in_transit,New Zealand
388,111,2025-07-08 10:47:26+00:00,customs_clearance,Japan
389,111,2025-07-08 18:47:26+00:00,out_for_delivery,Japan
390,112,2024-09-14 04:21:24+00:00,label_created,Japan
391,112,2024-09-14 15:21:24+00:00,picked_up,Peru
392,112,2024-09-15 02:21:24+00:00,in_transit,Brazil
393,113,2024-09-22 17:09:46+00:00,label_created,Australia
394,113,2024-09-23 11:09:46+00:00,picked_up,Canada
395,113,2024-09-23 21:09:46+00:00,in_transit,Japan
396,113,2024-09-24 08:09:46+00:00,customs_clearance,Japan
397,113,2024-09-24 21:09:46+00:00,out_for_delivery,Japan
398,114,2024-01-03 21:27:14+00:00,label_created,Canada
399,114,2024-01-04 06:27:14+00:00,picked_up,Canada
400,114,2024-01-04 18:27:14+00:00,in_transit,Brazil
401,115,2023-09-13 14:38:17+00:00,label_created,India
402,115,2023-09-14 04:38:17+00:00,picked_up,Bolivia
403,116,2025-06-27 02:17:11+00:00,label_created,Paraguay
404,116,2025-06-27 16:17:11+00:00,picked_up,Brazil
405,117,2023-09-05 03:56:28+00:00,label_created,Netherlands
406,117,2023-09-05 20:56:28+00:00,picked_up,Japan
407,118,2024-08-13 17:00:08+00:00,label_created,Japan
408,118,2024-08-14 03:00:08+00:00,picked_up,Japan
409,119,2024-05-25 19:04:11+00:00,label_created,Japan
410,119,2024-05-26 09:04:11+00:00,picked_up,Paraguay
411,119,2024-05-26 19:04:11+00:00,in_transit,Japan
412,119,2024-05-27 08:04:11+00:00,customs_clearance,India
413,120,2024-08-01 17:25:30+00:00,label_created,Australia
414,120,2024-08-02 08:25:30+00:00,picked_up,Canada
415,120,2024-08-02 23:25:30+00:00,in_transit,Paraguay
416,120,2024-08-03 11:25:30+00:00,customs_clearance,Japan
417,120,2024-08-03 19:25:30+00:00,out_for_delivery,Brazil
418,121,2025-01-01 22:04:01+00:00,label_created,Bolivia
419,121,2025-01-02 09:04:01+00:00,picked_up,Peru
420,121,2025-01-02 18:04:01+00:00,in_transit,India
421,122,2024-07-27 03:08:47+00:00,label_created,Canada
422,122,2024-07-27 13:08:47+00:00,picked_up,Australia
423,122,2024-07-28 01:08:47+00:00,in_transit,Brazil
424,123,2024-09-05 01:51:09+00:00,label_created,India
425,123,2024-09-05 08:51:09+00:00,picked_up,Bolivia
426,124,2025-05-22 03:32:23+00:00,label_created,Japan
427,124,2025-05-22 15:32:23+00:00,picked_up,India
428,124,2025-05-23 01:32:23+00:00,in_transit,India
429,124,2025-05-23 19:32:23+00:00,customs_clearance,Peru
430,125,2024-04-02 03:04:32+00:00,label_created,India
431,125,2024-04-02 12:04:32+00:00,picked_up,Brazil
432,126,2023-07-19 11:26:34+00:00,label_created,New Zealand
433,126,2023-07-19 22:26:34+00:00,picked_up,Australia
434,126,2023-07-20 15:26:34+00:00,in_transit,Paraguay
435,127,2025-04-25 20:51:51+00:00,label_created,Japan
436,127,2025-04-26 09:51:51+00:00,picked_up,Bolivia
437,127,2025-04-26 22:51:51+00:00,in_transit,Paraguay
438,127,2025-04-27 07:51:51+00:00,customs_clearance,Canada
439,128,2025-02-17 20:08:27+00:00,label_created,Japan
440,128,2025-02-18 04:08:27+00:00,picked_up,Canada
441,128,2025-02-18 18:08:27+00:00,in_transit,Peru
442,129,2023-08-26 00:54:35+00:00,label_created,Japan
443,129,2023-08-26 12:54:35+00:00,picked_up,Canada
444,130,2023-11-02 20:06:48+00:00,label_created,New Zealand
445,130,2023-11-03 08:06:48+00:00,picked_up,Japan
446,130,2023-11-03 14:06:48+00:00,in_transit,Canada
447,130,2023-11-04 02:06:48+00:00,customs_clearance,Peru
448,130,2023-11-04 18:06:48+00:00,out_for_delivery,Japan
449,131,2025-03-20 23:54:02+00:00,label_created,Brazil
450,131,2025-03-21 11:54:02+00:00,picked_up,Paraguay
451,131,2025-03-22 00:54:02+00:00,in_transit,Brazil
452,131,2025-03-22 08:54:02+00:00,customs_clearance,India
453,131,2025-03-22 19:54:02+00:00,out_for_delivery,Peru
